Retailer,Retailer ID,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Operating Margin,Sales Method,Total Sales,Operating Profit
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Men's Athletic Footwear,50.0,500,0.39999999999999997,In-store,25000.0,10000.0
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Women's Street Footwear,45.0,475,0.3,In-store,21375.0,6412.5
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Women's Athletic Footwear,45.0,450,0.35,In-store,20250.0,7087.5
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Men's Apparel,54.99999999999999,475,0.39999999999999997,In-store,26124.999999999996,10449.999999999998
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Women's Apparel,60.0,575,0.55,In-store,34500.0,18975.0
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Men's Street Footwear,54.99999999999999,825,0.5,In-store,45374.99999999999,22687.499999999996
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Men's Athletic Footwear,50.0,575,0.39999999999999997,In-store,28750.0,11499.999999999998
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Women's Street Footwear,45.0,550,0.3,In-store,24750.0,7425.0
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Women's Athletic Footwear,45.0,525,0.35,In-store,23625.0,8268.75
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Men's Apparel,60.0,525,0.39999999999999997,In-store,31500.0,12599.999999999998
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Women's Apparel,65.0,675,0.55,In-store,43875.0,24131.250000000004
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Men's Street Footwear,60.0,900,0.5,In-store,54000.0,27000.0
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Men's Athletic Footwear,55.00000000000001,650,0.39999999999999997,In-store,35750.00000000001,14300.000000000002
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Women's Street Footwear,50.0,575,0.3,In-store,28750.0,8625.0
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Women's Athletic Footwear,50.0,525,0.35,In-store,26250.0,9187.5
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Men's Apparel,60.0,550,0.39999999999999997,In-store,33000.0,13199.999999999998
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Women's Apparel,65.0,725,0.55,In-store,47125.0,25918.750000000004
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Men's Street Footwear,60.0,875,0.5,In-store,52500.0,26250.0
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Men's Athletic Footwear,55.00000000000001,650,0.39999999999999997,In-store,35750.00000000001,14300.000000000002
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Women's Street Footwear,45.00000000000001,575,0.3,In-store,25875.000000000004,7762.500000000001
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Women's Athletic Footwear,35.0,525,0.35,In-store,18375.0,6431.25
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Men's Apparel,45.00000000000001,500,0.39999999999999997,In-store,22500.000000000004,9000.0
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Women's Apparel,50.000000000000014,675,0.55,In-store,33750.00000000001,18562.500000000007
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Men's Street Footwear,45.00000000000001,800,0.5,In-store,36000.00000000001,18000.000000000004
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Men's Athletic Footwear,40.000000000000014,600,0.39999999999999997,In-store,24000.000000000007,9600.000000000002
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Women's Street Footwear,35.0,500,0.3,In-store,17500.0,5250.0
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Women's Athletic Footwear,35.0,475,0.35,In-store,16625.0,5818.75
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Men's Apparel,45.00000000000001,475,0.39999999999999997,In-store,21375.000000000004,8550.0
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Women's Apparel,50.000000000000014,575,0.55,In-store,28750.000000000007,15812.500000000005
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Men's Street Footwear,50.000000000000014,750,0.5,In-store,37500.00000000001,18750.000000000004
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Men's Athletic Footwear,40.000000000000014,575,0.39999999999999997,In-store,23000.000000000007,9200.000000000002
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Women's Street Footwear,40.000000000000014,425,0.3,In-store,17000.000000000007,5100.000000000002
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Women's Athletic Footwear,40.000000000000014,400,0.35,In-store,16000.000000000005,5600.000000000002
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Men's Apparel,50.000000000000014,400,0.39999999999999997,In-store,20000.000000000007,8000.000000000002
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Women's Apparel,55.00000000000001,525,0.55,In-store,28875.000000000004,15881.250000000004
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Men's Street Footwear,50.000000000000014,675,0.5,In-store,33750.00000000001,16875.000000000004
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Men's Athletic Footwear,45.000000000000014,500,0.39999999999999997,In-store,22500.000000000007,9000.000000000002
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Women's Street Footwear,45.000000000000014,445,0.3,In-store,20025.000000000007,6007.500000000002
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Women's Athletic Footwear,45.000000000000014,475,0.35,In-store,21375.000000000007,7481.250000000002
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Men's Apparel,60.0,450,0.39999999999999997,In-store,27000.0,10800.0
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Women's Apparel,64.99999999999999,625,0.55,In-store,40624.99999999999,22343.749999999996
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Men's Street Footwear,60.0,850,0.5,In-store,51000.0,25500.0
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Men's Athletic Footwear,50.0,650,0.39999999999999997,In-store,32500.0,12999.999999999998
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Women's Street Footwear,50.0,600,0.3,In-store,30000.0,9000.0
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Women's Athletic Footwear,50.0,550,0.35,In-store,27500.0,9625.0
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Men's Apparel,60.0,550,0.39999999999999997,In-store,33000.0,13199.999999999998
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Women's Apparel,64.99999999999999,650,0.55,In-store,42249.99999999999,23237.499999999996
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Men's Street Footwear,30.0,625,0.4,In-store,18750.0,7500.0
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Men's Athletic Footwear,30.0,425,0.35,In-store,12750.0,4462.5
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Women's Street Footwear,20.0,425,0.35,In-store,8500.0,2975.0
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Women's Athletic Footwear,25.000000000000007,275,0.4,In-store,6875.000000000002,2750.000000000001
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Men's Apparel,40.0,325,0.35,In-store,13000.0,4550.0
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Women's Apparel,30.0,425,0.5,In-store,12750.0,6375.0
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Men's Street Footwear,30.0,675,0.4,In-store,20250.0,8100.0
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Men's Athletic Footwear,30.0,325,0.35,In-store,9750.0,3412.5
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Women's Street Footwear,20.0,375,0.35,In-store,7500.0,2625.0
Foot Locker,1185732,2021-02-18,Midwest,Missouri,Women's Athletic Footwear,25.000000000000007,250,0.4,In-store,6250.000000000002,2500.000000000001
Foot Locker,1185732,2021-02-18,Midwest,Missouri,Men's Apparel,40.0,325,0.35,In-store,13000.0,4550.0
Foot Locker,1185732,2021-02-18,Midwest,Missouri,Women's Apparel,30.0,400,0.5,In-store,12000.0,6000.0
Foot Locker,1185732,2021-03-17,Midwest,Missouri,Men's Street Footwear,35.0,620,0.4,In-store,21700.0,8680.0
Foot Locker,1185732,2021-03-17,Midwest,Missouri,Men's Athletic Footwear,35.0,300,0.35,In-store,10500.0,3674.9999999999995
Foot Locker,1185732,2021-03-17,Midwest,Missouri,Women's Street Footwear,25.000000000000007,350,0.35,In-store,8750.000000000002,3062.5000000000005
Foot Locker,1185732,2021-03-17,Midwest,Missouri,Women's Athletic Footwear,30.0,200,0.4,In-store,6000.0,2400.0
Foot Locker,1185732,2021-03-17,Midwest,Missouri,Men's Apparel,45.0,250,0.35,In-store,11250.0,3937.4999999999995
Foot Locker,1185732,2021-03-17,Midwest,Missouri,Women's Apparel,35.0,350,0.5,In-store,12250.0,6125.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,Men's Street Footwear,35.0,575,0.4,In-store,20125.0,8050.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,Men's Athletic Footwear,30.000000000000004,275,0.35,In-store,8250.000000000002,2887.5000000000005
Foot Locker,1185732,2021-04-18,Midwest,Missouri,Women's Street Footwear,20.000000000000007,275,0.35,In-store,5500.000000000002,1925.0000000000005
Foot Locker,1185732,2021-04-18,Midwest,Missouri,Women's Athletic Footwear,25.0,200,0.4,In-store,5000.0,2000.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,Men's Apparel,40.0,225,0.35,In-store,9000.0,3150.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,Women's Apparel,30.000000000000004,350,0.5,In-store,10500.000000000002,5250.000000000001
Foot Locker,1185732,2021-05-19,Midwest,Missouri,Men's Street Footwear,40.0,620,0.4,In-store,24800.0,9920.0
Foot Locker,1185732,2021-05-19,Midwest,Missouri,Men's Athletic Footwear,35.00000000000001,325,0.35,In-store,11375.000000000002,3981.2500000000005
Foot Locker,1185732,2021-05-19,Midwest,Missouri,Women's Street Footwear,30.000000000000004,300,0.35,In-store,9000.000000000002,3150.0000000000005
Foot Locker,1185732,2021-05-19,Midwest,Missouri,Women's Athletic Footwear,30.000000000000004,225,0.4,In-store,6750.000000000001,2700.0000000000005
Foot Locker,1185732,2021-05-19,Midwest,Missouri,Men's Apparel,44.99999999999999,250,0.35,In-store,11249.999999999998,3937.499999999999
Foot Locker,1185732,2021-05-19,Midwest,Missouri,Women's Apparel,49.99999999999999,350,0.5,In-store,17499.999999999996,8749.999999999998
Foot Locker,1185732,2021-06-18,Midwest,Missouri,Men's Street Footwear,35.0,600,0.4,In-store,21000.0,8400.0
Foot Locker,1185732,2021-06-18,Midwest,Missouri,Men's Athletic Footwear,30.00000000000001,350,0.35,In-store,10500.000000000004,3675.000000000001
Foot Locker,1185732,2021-06-18,Midwest,Missouri,Women's Street Footwear,25.000000000000007,375,0.35,In-store,9375.000000000002,3281.2500000000005
Foot Locker,1185732,2021-06-18,Midwest,Missouri,Women's Athletic Footwear,25.000000000000007,350,0.4,In-store,8750.000000000002,3500.000000000001
Foot Locker,1185732,2021-06-18,Midwest,Missouri,Men's Apparel,40.0,350,0.35,In-store,14000.0,4900.0
Foot Locker,1185732,2021-06-18,Midwest,Missouri,Women's Apparel,45.0,525,0.5,In-store,23625.0,11812.5
Foot Locker,1185732,2021-07-17,Midwest,Missouri,Men's Street Footwear,40.0,750,0.4,In-store,30000.0,12000.0
Foot Locker,1185732,2021-07-17,Midwest,Missouri,Men's Athletic Footwear,35.00000000000001,500,0.35,In-store,17500.000000000004,6125.000000000001
Foot Locker,1185732,2021-07-17,Midwest,Missouri,Women's Street Footwear,30.000000000000004,425,0.35,In-store,12750.000000000002,4462.5
Foot Locker,1185732,2021-07-17,Midwest,Missouri,Women's Athletic Footwear,30.000000000000004,375,0.4,In-store,11250.000000000002,4500.000000000001
Foot Locker,1185732,2021-07-17,Midwest,Missouri,Men's Apparel,40.0,375,0.35,In-store,15000.0,5250.0
Foot Locker,1185732,2021-07-17,Midwest,Missouri,Women's Apparel,45.0,550,0.5,In-store,24750.0,12375.0
Foot Locker,1185732,2021-08-18,Midwest,Missouri,Men's Street Footwear,40.0,700,0.4,In-store,28000.0,11200.0
Foot Locker,1185732,2021-08-18,Midwest,Missouri,Men's Athletic Footwear,40.00000000000001,475,0.35,In-store,19000.000000000004,6650.000000000001
Foot Locker,1185732,2021-08-18,Midwest,Missouri,Women's Street Footwear,35.0,400,0.35,In-store,14000.0,4900.0
Foot Locker,1185732,2021-08-18,Midwest,Missouri,Women's Athletic Footwear,25.000000000000007,325,0.4,In-store,8125.000000000003,3250.0000000000014
Foot Locker,1185732,2021-08-18,Midwest,Missouri,Men's Apparel,35.0,300,0.35,In-store,10500.0,3674.9999999999995
Foot Locker,1185732,2021-08-18,Midwest,Missouri,Women's Apparel,40.0,475,0.5,In-store,19000.0,9500.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,Men's Street Footwear,35.0,600,0.4,In-store,21000.0,8400.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,Men's Athletic Footwear,30.00000000000001,400,0.35,In-store,12000.000000000004,4200.000000000001
Foot Locker,1185732,2021-09-19,Midwest,Missouri,Women's Street Footwear,15.000000000000002,300,0.35,In-store,4500.000000000001,1575.0000000000002
Foot Locker,1185732,2021-09-19,Midwest,Missouri,Women's Athletic Footwear,15.000000000000002,275,0.4,In-store,4125.000000000001,1650.0000000000005
Foot Locker,1185732,2021-09-19,Midwest,Missouri,Men's Apparel,25.0,275,0.35,In-store,6875.0,2406.25
Foot Locker,1185732,2021-09-19,Midwest,Missouri,Women's Apparel,30.000000000000004,350,0.5,In-store,10500.000000000002,5250.000000000001
Foot Locker,1185732,2021-10-18,Midwest,Missouri,Men's Street Footwear,35.0,525,0.4,In-store,18375.0,7350.0
Foot Locker,1185732,2021-10-18,Midwest,Missouri,Men's Athletic Footwear,25.0,350,0.35,In-store,8750.0,3062.5
Foot Locker,1185732,2021-10-18,Midwest,Missouri,Women's Street Footwear,25.0,250,0.35,In-store,6250.0,2187.5
Foot Locker,1185732,2021-10-18,Midwest,Missouri,Women's Athletic Footwear,25.0,225,0.4,In-store,5625.0,2250.0
Foot Locker,1185732,2021-10-18,Midwest,Missouri,Men's Apparel,35.0,225,0.35,In-store,7875.0,2756.25
Foot Locker,1185732,2021-10-18,Midwest,Missouri,Women's Apparel,39.99999999999999,350,0.5,In-store,13999.999999999998,6999.999999999999
Foot Locker,1185732,2021-11-18,Midwest,Missouri,Men's Street Footwear,35.0,500,0.4,In-store,17500.0,7000.0
Foot Locker,1185732,2021-11-18,Midwest,Missouri,Men's Athletic Footwear,25.000000000000007,350,0.35,In-store,8750.000000000002,3062.5000000000005
Foot Locker,1185732,2021-11-18,Midwest,Missouri,Women's Street Footwear,25.000000000000007,295,0.35,In-store,7375.000000000002,2581.2500000000005
Foot Locker,1185732,2021-11-18,Midwest,Missouri,Women's Athletic Footwear,25.000000000000007,325,0.4,In-store,8125.000000000003,3250.0000000000014
Foot Locker,1185732,2021-11-18,Midwest,Missouri,Men's Apparel,44.99999999999999,300,0.35,In-store,13499.999999999998,4724.999999999999
Foot Locker,1185732,2021-11-18,Midwest,Missouri,Women's Apparel,49.999999999999986,400,0.5,In-store,19999.999999999993,9999.999999999996
Foot Locker,1185732,2021-12-17,Midwest,Missouri,Men's Street Footwear,44.99999999999999,650,0.4,In-store,29249.999999999996,11700.0
Foot Locker,1185732,2021-12-17,Midwest,Missouri,Men's Athletic Footwear,35.0,450,0.35,In-store,15750.0,5512.5
West Gear,1185732,2021-12-17,Midwest,Missouri,Women's Street Footwear,35.0,400,0.35,In-store,14000.0,4900.0
West Gear,1185732,2021-12-17,Midwest,Missouri,Women's Athletic Footwear,35.0,350,0.4,In-store,12250.0,4900.0
West Gear,1185732,2021-12-17,Midwest,Missouri,Men's Apparel,44.99999999999999,350,0.35,In-store,15749.999999999998,5512.499999999999
West Gear,1185732,2021-12-17,Midwest,Missouri,Women's Apparel,49.999999999999986,450,0.5,In-store,22499.999999999993,11249.999999999996
West Gear,1185732,2021-01-11,Midwest,Missouri,Men's Street Footwear,25.0,675,0.4,In-store,16875.0,6750.0
West Gear,1185732,2021-01-11,Midwest,Missouri,Men's Athletic Footwear,25.0,475,0.35,In-store,11875.0,4156.25
West Gear,1185732,2021-01-11,Midwest,Missouri,Women's Street Footwear,15.000000000000002,475,0.35,In-store,7125.000000000001,2493.75
West Gear,1185732,2021-01-11,Midwest,Missouri,Women's Athletic Footwear,20.000000000000007,325,0.4,In-store,6500.000000000003,2600.0000000000014
West Gear,1185732,2021-01-11,Midwest,Missouri,Men's Apparel,35.0,375,0.35,In-store,13125.0,4593.75
West Gear,1185732,2021-01-11,Midwest,Missouri,Women's Apparel,25.0,475,0.5,In-store,11875.0,5937.5
West Gear,1185732,2021-02-11,Midwest,Missouri,Men's Street Footwear,25.0,725,0.4,In-store,18125.0,7250.0
West Gear,1185732,2021-02-11,Midwest,Missouri,Men's Athletic Footwear,25.0,375,0.35,In-store,9375.0,3281.25
West Gear,1185732,2021-02-11,Midwest,Missouri,Women's Street Footwear,15.000000000000002,425,0.35,In-store,6375.000000000001,2231.25
West Gear,1185732,2021-02-11,West,Utah,Women's Athletic Footwear,20.000000000000007,300,0.4,In-store,6000.000000000002,2400.000000000001
West Gear,1185732,2021-02-11,West,Utah,Men's Apparel,35.0,375,0.35,In-store,13125.0,4593.75
West Gear,1185732,2021-02-11,West,Utah,Women's Apparel,25.0,450,0.5,In-store,11250.0,5625.0
West Gear,1185732,2021-03-10,West,Utah,Men's Street Footwear,30.000000000000004,670,0.4,In-store,20100.000000000004,8040.000000000002
West Gear,1185732,2021-03-10,West,Utah,Men's Athletic Footwear,30.000000000000004,350,0.35,In-store,10500.000000000002,3675.0000000000005
West Gear,1185732,2021-03-10,West,Utah,Women's Street Footwear,20.000000000000007,400,0.35,In-store,8000.000000000003,2800.000000000001
West Gear,1185732,2021-03-10,West,Utah,Women's Athletic Footwear,25.0,250,0.4,In-store,6250.0,2500.0
West Gear,1185732,2021-03-10,West,Utah,Men's Apparel,40.0,300,0.35,In-store,12000.0,4200.0
West Gear,1185732,2021-03-10,West,Utah,Women's Apparel,30.000000000000004,400,0.5,In-store,12000.000000000002,6000.000000000001
West Gear,1185732,2021-04-11,West,Utah,Men's Street Footwear,30.000000000000004,625,0.4,In-store,18750.000000000004,7500.000000000002
West Gear,1185732,2021-04-11,West,Utah,Men's Athletic Footwear,25.000000000000007,325,0.35,In-store,8125.000000000003,2843.750000000001
West Gear,1185732,2021-04-11,West,Utah,Women's Street Footwear,15.000000000000007,325,0.35,In-store,4875.000000000003,1706.250000000001
West Gear,1185732,2021-04-11,West,Utah,Women's Athletic Footwear,20.0,250,0.4,In-store,5000.0,2000.0
West Gear,1185732,2021-04-11,West,Utah,Men's Apparel,35.0,275,0.35,In-store,9625.0,3368.75
West Gear,1185732,2021-04-11,West,Utah,Women's Apparel,25.000000000000007,400,0.5,In-store,10000.000000000004,5000.000000000002
West Gear,1185732,2021-05-12,West,Utah,Men's Street Footwear,35.0,670,0.4,In-store,23450.0,9380.0
West Gear,1185732,2021-05-12,West,Utah,Men's Athletic Footwear,30.00000000000001,375,0.35,In-store,11250.000000000004,3937.500000000001
West Gear,1185732,2021-05-12,West,Utah,Women's Street Footwear,25.000000000000007,350,0.35,In-store,8750.000000000002,3062.5000000000005
West Gear,1185732,2021-05-12,West,Utah,Women's Athletic Footwear,25.000000000000007,275,0.4,In-store,6875.000000000002,2750.000000000001
West Gear,1185732,2021-05-12,West,Utah,Men's Apparel,40.0,300,0.35,In-store,12000.0,4200.0
West Gear,1185732,2021-05-12,West,Utah,Women's Apparel,44.99999999999999,400,0.5,In-store,17999.999999999996,8999.999999999998
West Gear,1185732,2021-06-11,West,Utah,Men's Street Footwear,30.000000000000004,650,0.4,In-store,19500.000000000004,7800.000000000002
West Gear,1185732,2021-06-11,West,Utah,Men's Athletic Footwear,25.00000000000001,400,0.35,In-store,10000.000000000004,3500.000000000001
West Gear,1185732,2021-06-11,West,Utah,Women's Street Footwear,20.000000000000007,425,0.35,In-store,8500.000000000004,2975.000000000001
West Gear,1185732,2021-06-11,West,Utah,Women's Athletic Footwear,20.000000000000007,400,0.4,In-store,8000.000000000003,3200.0000000000014
West Gear,1185732,2021-06-11,West,Utah,Men's Apparel,35.0,400,0.35,In-store,14000.0,4900.0
West Gear,1185732,2021-06-11,West,Utah,Women's Apparel,40.0,575,0.5,In-store,23000.0,11500.0
West Gear,1185732,2021-07-10,West,Utah,Men's Street Footwear,35.0,800,0.4,In-store,28000.0,11200.0
West Gear,1185732,2021-07-10,West,Utah,Men's Athletic Footwear,30.00000000000001,550,0.35,In-store,16500.000000000007,5775.000000000002
West Gear,1185732,2021-07-10,West,Utah,Women's Street Footwear,25.000000000000007,475,0.35,In-store,11875.000000000004,4156.250000000001
West Gear,1185732,2021-07-10,West,Utah,Women's Athletic Footwear,25.000000000000007,425,0.4,In-store,10625.000000000004,4250.000000000002
West Gear,1185732,2021-07-10,West,Utah,Men's Apparel,35.0,425,0.35,In-store,14875.0,5206.25
West Gear,1185732,2021-07-10,West,Utah,Women's Apparel,40.0,600,0.5,In-store,24000.0,12000.0
West Gear,1185732,2021-08-11,West,Utah,Men's Street Footwear,35.0,750,0.4,In-store,26250.0,10500.0
West Gear,1185732,2021-08-11,West,Utah,Men's Athletic Footwear,35.00000000000001,525,0.35,In-store,18375.000000000004,6431.250000000001
West Gear,1185732,2021-08-11,West,Utah,Women's Street Footwear,30.000000000000004,450,0.35,In-store,13500.000000000002,4725.0
West Gear,1185732,2021-08-11,West,Utah,Women's Athletic Footwear,20.000000000000007,375,0.4,In-store,7500.000000000003,3000.0000000000014
West Gear,1185732,2021-08-11,West,Utah,Men's Apparel,30.000000000000004,350,0.35,In-store,10500.000000000002,3675.0000000000005
West Gear,1185732,2021-08-11,West,Utah,Women's Apparel,35.0,525,0.5,In-store,18375.0,9187.5
West Gear,1185732,2021-09-12,West,Utah,Men's Street Footwear,30.000000000000004,650,0.4,In-store,19500.000000000004,7800.000000000002
West Gear,1185732,2021-09-12,West,Utah,Men's Athletic Footwear,25.00000000000001,450,0.35,In-store,11250.000000000005,3937.500000000002
West Gear,1185732,2021-09-12,West,Utah,Women's Street Footwear,10.000000000000002,350,0.35,In-store,3500.0000000000005,1225.0
West Gear,1185732,2021-09-12,West,Utah,Women's Athletic Footwear,10.000000000000002,325,0.4,In-store,3250.0000000000005,1300.0000000000002
West Gear,1185732,2021-09-12,West,Utah,Men's Apparel,20.0,325,0.35,In-store,6500.0,2275.0
West Gear,1185732,2021-09-12,West,Utah,Women's Apparel,25.000000000000007,400,0.5,In-store,10000.000000000004,5000.000000000002
West Gear,1185732,2021-10-11,West,Utah,Men's Street Footwear,30.0,575,0.4,In-store,17250.0,6900.0
West Gear,1185732,2021-10-11,West,Utah,Men's Athletic Footwear,20.0,400,0.35,In-store,8000.0,2800.0
West Gear,1185732,2021-10-11,West,Utah,Women's Street Footwear,20.0,300,0.35,In-store,6000.0,2100.0
West Gear,1185732,2021-10-11,West,Utah,Women's Athletic Footwear,20.0,275,0.4,In-store,5500.0,2200.0
West Gear,1185732,2021-10-11,West,Utah,Men's Apparel,30.0,275,0.35,In-store,8250.0,2887.5
West Gear,1185732,2021-10-11,West,Utah,Women's Apparel,34.99999999999999,400,0.5,In-store,13999.999999999996,6999.999999999998
West Gear,1185732,2021-11-11,West,Utah,Men's Street Footwear,30.000000000000004,550,0.4,In-store,16500.000000000004,6600.000000000002
West Gear,1185732,2021-11-11,West,Utah,Men's Athletic Footwear,20.000000000000007,400,0.35,In-store,8000.000000000003,2800.000000000001
West Gear,1185732,2021-11-11,West,Utah,Women's Street Footwear,20.000000000000007,345,0.35,In-store,6900.000000000003,2415.000000000001
West Gear,1185732,2021-11-11,West,Utah,Women's Athletic Footwear,20.000000000000007,375,0.4,In-store,7500.000000000003,3000.0000000000014
West Gear,1185732,2021-11-11,West,Utah,Men's Apparel,40.0,350,0.35,In-store,14000.0,4900.0
West Gear,1185732,2021-11-11,West,Utah,Women's Apparel,44.999999999999986,450,0.5,In-store,20249.999999999993,10124.999999999996
West Gear,1185732,2021-12-10,West,Utah,Men's Street Footwear,40.0,700,0.4,In-store,28000.0,11200.0
West Gear,1185732,2021-12-10,West,Utah,Men's Athletic Footwear,30.000000000000004,500,0.35,In-store,15000.000000000002,5250.0
West Gear,1185732,2021-12-10,West,Utah,Women's Street Footwear,30.000000000000004,450,0.35,In-store,13500.000000000002,4725.0
West Gear,1185732,2021-12-10,West,Utah,Women's Athletic Footwear,30.000000000000004,400,0.4,In-store,12000.000000000002,4800.000000000001
West Gear,1185732,2021-12-10,West,Utah,Men's Apparel,40.0,400,0.35,In-store,16000.0,5600.0
West Gear,1185732,2021-12-10,West,Utah,Women's Apparel,44.999999999999986,500,0.5,In-store,22499.999999999993,11249.999999999996
West Gear,1128299,2021-01-24,West,Utah,Men's Street Footwear,30.000000000000004,350,0.35,In-store,10500.000000000002,3675.0000000000005
West Gear,1128299,2021-01-24,West,Utah,Men's Athletic Footwear,40.0,350,0.35,In-store,14000.0,4900.0
West Gear,1128299,2021-01-24,West,Utah,Women's Street Footwear,40.0,350,0.35,In-store,14000.0,4900.0
West Gear,1128299,2021-01-24,West,Utah,Women's Athletic Footwear,40.0,200,0.35,In-store,8000.0,2800.0
West Gear,1128299,2021-01-24,West,Utah,Men's Apparel,45.00000000000001,150,0.4,In-store,6750.000000000001,2700.0000000000005
West Gear,1128299,2021-01-24,West,Utah,Women's Apparel,40.0,400,0.3,In-store,16000.0,4800.0
West Gear,1128299,2021-02-24,West,Utah,Men's Street Footwear,30.000000000000004,450,0.35,In-store,13500.000000000002,4725.0
West Gear,1128299,2021-02-24,West,Utah,Men's Athletic Footwear,40.0,350,0.35,In-store,14000.0,4900.0
West Gear,1128299,2021-02-24,West,Utah,Women's Street Footwear,40.0,350,0.35,In-store,14000.0,4900.0
West Gear,1128299,2021-02-24,West,Oregon,Women's Athletic Footwear,40.0,200,0.35,In-store,8000.0,2800.0
West Gear,1128299,2021-02-24,West,Oregon,Men's Apparel,45.00000000000001,125,0.4,In-store,5625.000000000001,2250.0000000000005
West Gear,1128299,2021-02-24,West,Oregon,Women's Apparel,40.0,325,0.3,In-store,13000.0,3900.0
West Gear,1128299,2021-03-23,West,Oregon,Men's Street Footwear,40.0,475,0.35,In-store,19000.0,6650.0
West Gear,1128299,2021-03-23,West,Oregon,Men's Athletic Footwear,50.0,325,0.35,In-store,16250.0,5687.5
West Gear,1128299,2021-03-23,West,Oregon,Women's Street Footwear,54.99999999999999,350,0.35,In-store,19249.999999999996,6737.499999999998
West Gear,1128299,2021-03-23,West,Oregon,Women's Athletic Footwear,50.0,250,0.35,In-store,12500.0,4375.0
West Gear,1128299,2021-03-23,West,Oregon,Men's Apparel,55.00000000000001,100,0.4,In-store,5500.000000000001,2200.0000000000005
West Gear,1128299,2021-03-23,West,Oregon,Women's Apparel,50.0,300,0.3,In-store,15000.0,4500.0
West Gear,1128299,2021-04-24,West,Oregon,Men's Street Footwear,55.00000000000001,475,0.35,In-store,26125.000000000004,9143.75
West Gear,1128299,2021-04-24,West,Oregon,Men's Athletic Footwear,60.00000000000001,275,0.35,In-store,16500.000000000004,5775.000000000001
West Gear,1128299,2021-04-24,West,Oregon,Women's Street Footwear,60.00000000000001,325,0.35,In-store,19500.000000000004,6825.000000000001
West Gear,1128299,2021-04-24,West,Oregon,Women's Athletic Footwear,45.00000000000001,225,0.35,In-store,10125.000000000002,3543.7500000000005
West Gear,1128299,2021-04-24,West,Oregon,Men's Apparel,50.000000000000014,125,0.4,In-store,6250.000000000002,2500.000000000001
